Name,Brand,Color,Fuel,Gearbox,Year,Km,Fuel_consumption,Co2_emission,Doors,Price
Renault Captur,Renault,Gris Cassiopée / Toit Gris Highland,Hybride essence,Automatique,2022,19599,4,110,5,21 799
Citroën C3 Aircross,Citroën,Noir Perla Nera,Essence,Automatique,2023,4957,6.1,144,5,21 699
Peugeot 308,Peugeot,Gris Artense,Diesel,Automatique,2023,3652,4,130,5,27 499
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,30650,N/A,99,5,12 999
Peugeot 308,Peugeot,Noir Perla Nera,Hybride essence,Automatique,2022,42066,1,27,5,28 899
Citroën C5 Aircross,Citroën,Gris Acier,Diesel,Automatique,2023,5744,5,145,5,29 999
Peugeot 5008,Peugeot,Blanc Nacré/Toit Noir,Diesel,Automatique,2021,20820,5.3,143,5,32 999
Citroën C3,Citroën,Gris Platinium / Toit Rouge,Essence,Automatique,2022,7891,4.7,123,5,19 299
Peugeot 3008,Peugeot,Bleu Celebes,Diesel,Automatique,2022,15,5,142,5,26 999
Renault Captur,Renault,Bleu Iron / Toit Gris Highland,Hybride essence,Automatique,2022,13434,4,110,5,21 999
Peugeot 208,Peugeot,Blanc Perle,Essence,Manuelle,2019,31355,4,108,5,12 999
Citroën C3 Aircross,Citroën,,Essence,Automatique,2023,10562,,,,21 799
Peugeot 308,Peugeot,Gris Artense,Diesel,Automatique,2023,10540,4,130,5,27 399
Peugeot 208,Peugeot,Gris Shark,Essence,Manuelle,2017,50120,4.3,99,5,12 999
Peugeot 2008,Peugeot,"Gris ""Spirit Grey""",Essence,Manuelle,2016,59977,4.8,110,5,12 799
Peugeot 308,Peugeot,Gris Artense,Diesel,Automatique,2023,10540,4,130,5,27 399
Peugeot 208,Peugeot,Gris Shark,Essence,Manuelle,2017,50120,4.3,99,5,12 999
Peugeot 2008,Peugeot,"Gris ""Spirit Grey""",Essence,Manuelle,2016,59977,4.8,110,5,12 799
Peugeot 3008,Peugeot,,Essence,Automatique,2022,32313,,,,26 599
Citroën C5 Aircross,Citroën,,Diesel,Automatique,2022,29180,,,,28 499
Renault Captur,Renault,Gris Highland / Toit Noir Etoilé,Essence,Automatique,2020,27705,6,146,5,21 999
Citroën C3 Aircross,Citroën,,Essence,Automatique,2023,15328,,,,22 099
Peugeot 308,Peugeot,Gris Artense,Diesel,Automatique,2023,5291,4.9,130,5,27 499
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,54529,4.7,108,5,12 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2017,89043,4.4,103,5,11 999
Peugeot 3008,Peugeot,Gris Artense (M),Essence,Manuelle,2022,7398,6.1,139,5,26 499
Citroën C3 Aircross,Citroën,Rouge Pepper,Essence,Manuelle,2020,41902,N/A,141,5,15 199
Renault Captur,Renault,Gris Highland / Toit Noir Etoilé,Hybride essence,Automatique,2022,8558,4,110,5,22 499
Peugeot 308,Peugeot,Noir Perla Nera,Hybride essence rechargeable,Auto...,2022,18435,1,25,5,30 999
Peugeot 2008,Peugeot,Gris Platinium,Diesel,Manuelle,2019,91105,3.5,86,5,12 999
Peugeot 3008,Peugeot,Bleu Celebes,Hybride essence rechargeable,Auto...,2021,42126,1,32,5,27 499
Renault Captur,Renault,Gris Cassiopée / Toit Noir,Hybride essence,Automatique,2021,35779,5,114,5,21 999
Citroën C5 Aircross,Citroën,BLANCO NACARADO C3 CAPASE,Diesel,Automatique,2023,10000,5.6,137,5,31 899
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,4940,6,145,5,27 799
Citroën C5 Aircross,Citroën,,Hybride essence rechargeable,Auto...,2022,11681,,,,31 699
Renault Clio 5,Renault,Blanc Glacier,Hybride essence,Automatique,2021,22815,4.3,99,5,19 599
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,11949,4.7,108,5,13 799
Citroën C5 Aircross,Citroën,Noir Perla Nera,Hybride essence rechargeable,Auto...,2023,2849,1.3,30,5,32 399
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Automatique,2017,71826,4.8,110,5,13 799
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,5552,6,145,5,27 799
Renault Captur,Renault,Gris Cassiopée / Toit Noir Etoilé,Hybride essence,Automatique,2022,13075,4.7,100,5,22 299
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Automatique,2016,64513,4.8,110,5,12 999
Citroën C5 Aircross,Citroën,Noir Perla Nera,Hybride essence rechargeable,Auto...,2023,4546,1,39,5,34 799
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2018,42290,4,106,5,14 199
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2023,7068,6,145,5,27 799
Renault Captur,Renault,Noir Etoile,Hybride essence rechargeable,Auto...,2021,25290,1.3,32,5,22 899
Peugeot 2008,Peugeot,Blanc Banquise,Diesel,Manuelle,2017,100802,3.7,97,5,12 999
Peugeot 308,Peugeot,Noir Perla,Hybride essence rechargeable,Auto...,2022,618,1.1,25,5,32 299
Citroën C5 Aircross,Citroën,Blanc Nacré,Hybride essence rechargeable,Auto...,2023,3450,1,39,5,34 899
Citroën C3 Aircross,Citroën,Noir Perla Nera,Diesel,Manuelle,2023,5692,4.8,128,5,20 399
Peugeot 208,Peugeot,,Essence,Manuelle,2021,55365,,,,14 699
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2023,7080,6,145,5,27 799
Peugeot 2008,Peugeot,Gris Platinium,Diesel,Manuelle,2018,101994,4,97,5,11 999
Renault Captur,Renault,Bleu Iron / Toit Blanc Albatre,Hybride essence,Automatique,2021,41035,5,114,5,22 999
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,3942,1,39,5,34 899
Peugeot 208,Peugeot,Jaune Faro,Essence,Manuelle,2020,52100,5.3,123,5,13 999
Renault Captur,Renault,Noir Etoilé / Toit Gris Highland,Hybride essence,Automatique,2021,41016,5,135,5,23 299
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,7300,6,145,5,27 799
Citroën C5 Aircross,Citroën,Noir Perla Nera,Hybride essence rechargeable,Auto...,2023,3547,1,39,5,34 899
Peugeot 2008,Peugeot,Gris Platinium,Diesel,Manuelle,2019,69945,3.5,86,5,13 799
Peugeot 208,Peugeot,Jaune Faro,Essence,Manuelle,2020,59194,5.3,93,5,14 699
Peugeot 3008,Peugeot,Bleu Celebes,Essence,Automatique,2023,2394,6,145,5,27 999
Renault Captur,Renault,Gris Cassiopée / Toit Noir,Hybride essence rechargeable,Auto...,2022,500,1.3,31,5,29 399
Peugeot 308,Peugeot,,Hybride essence rechargeable,Auto...,2022,6943,,,,32 999
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,2790,1.3,39,5,34 999
Peugeot 3008,Peugeot,Bleu Celebes,Diesel,Automatique,2023,12057,5,142,5,28 299
Peugeot 308,Peugeot,Noir Perla Nera,Hybride essence rechargeable,Auto...,2022,6000,1.1,25,5,33 099
Citroën C5 Aircross,Citroën,Gris Acier,Hybride essence rechargeable,Auto...,2023,2816,1,39,5,34 999
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2023,3322,6,145,5,27 999
Peugeot 308,Peugeot,Vert Olivine,Hybride essence rechargeable,Auto...,2022,15810,1,27,5,33 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Automatique,2019,56835,4.9,114,5,15 299
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,1570,1,29,5,34 999
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,2577,6,145,5,27 999
Peugeot 308,Peugeot,Vert Olivine,Hybride essence rechargeable,Auto...,2022,14490,1.2,27,5,33 999
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,1520,1.3,29,5,34 999
Peugeot 208,Peugeot,Blanc Banquise,Essence,Manuelle,2020,55430,N/A,124,5,14 999
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,2502,6,145,5,27 999
Renault Clio 5,Renault,Gris Platine,Essence,Manuelle,2020,41173,5.4,112,5,13 399
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,2673,6,145,5,27 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Automatique,2019,23092,4,114,5,15 499
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,3542,6,145,5,27 999
Renault Clio 5,Renault,Gris Platine,Essence,Manuelle,2021,22975,5.2,118,5,14 699
Renault Clio 5,Renault,Gris Platine,Hybride essence,Automatique,2021,37961,4.3,99,5,19 999
Citroën C3,Citroën,Almond Green,Essence,Manuelle,2017,116782,4.7,109,5,9 999
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Automatique,2016,79095,4.8,110,5,13 799
Renault Clio 5,Renault,Blanc Glacier,Essence,Manuelle,2022,18000,5,118,5,14 599
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2020,37755,5,123,5,15 599
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,2640,6,145,5,27 999
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Manuelle,2017,42651,4.4,103,5,13 799
Peugeot 2008,Peugeot,Rouge,Essence,Automatique,2017,105818,4.1,110,5,14 199
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,3690,6,145,5,27 999
Citroën C3,Citroën,,Essence,Manuelle,2019,52720,,,,12 499
Peugeot 2008,Peugeot,Emerald Crystal,Essence,Manuelle,2018,72886,4.4,103,5,13 999
Renault Clio 5,Renault,Blanc Glacier,Essence,Manuelle,2022,13639,5.2,118,5,14 799
Citroën C5 Aircross,Citroën,Blanc Nacré,Essence,Automatique,2023,3040,6,149,5,26 899
Peugeot 2008,Peugeot,Blanc Nacré,Diesel,Manuelle,2018,71363,3.3,97,5,14 099
Peugeot 208,Peugeot,Jaune Faro,Essence,Manuelle,2020,36721,5.2,124,5,15 899
Peugeot 3008,Peugeot,Bleu Celebes,Hybride essence rechargeable,Auto...,2021,35870,1.3,31,5,28 499
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2019,68424,5.1,112,5,13 999
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,76110,5.1,112,5,14 299
Renault Clio 5,Renault,Noir Etoile,Essence,Manuelle,2021,42553,5.2,118,5,15 299
Citroën C5 Aircross,Citroën,Blanc Nacré,Essence,Automatique,2023,2765,6,149,5,26 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2020,25569,5.4,123,5,16 299
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2019,11000,5.1,96,5,16 999
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Automatique,2017,78360,4.8,110,5,14 299
Renault Clio 5,Renault,Noir Etoile,Essence,Manuelle,2022,11357,5.2,119,5,17 199
Citroën C5 Aircross,Citroën,Gris Platinium,Diesel,Automatique,2023,7537,5,145,5,27 499
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2019,30704,5,96,5,16 299
Peugeot 3008,Peugeot,Gris Platinium,Essence,Automatique,2023,1482,6,145,5,28 499
Citroën C3,Citroën,Blanc Banquise,Essence,Manuelle,2019,43721,4.1,106,5,11 199
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Automatique,2019,72430,5.5,110,5,14 499
Renault Clio 5,Renault,Bleu Iron,Essence,Manuelle,2022,6689,5.2,119,5,17 399
Citroën C5 Aircross,Citroën,Gris Acier,Diesel,Automatique,2023,8195,5,145,5,27 499
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Manuelle,2017,63446,4,105,5,12 999
Peugeot 3008,Peugeot,Gris Artense,Essence,Automatique,2023,1871,6,145,5,28 499
Peugeot 208,Peugeot,,Essence,Automatique,2019,22182,,,,17 299
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2018,78147,5.1,110,5,13 999
Peugeot 5008,Peugeot,Noir Perla Nera,Essence,Automatique,2020,42500,6,155,5,25 499
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2018,67325,4.8,110,5,14 499
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,2491,1.3,30,5,32 399
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2019,54823,5.3,96,5,16 499
Peugeot 3008,Peugeot,Bleu Celebes,Essence,Automatique,2023,1938,6,145,5,28 499
Renault Captur,Renault,Bleu Océan / Toit Noir Etoilé,Diesel,Manuelle,2019,50155,4,111,5,13 999
Peugeot 5008,Peugeot,Blanc Nacré / Toit Noir,Diesel,Manuelle,2021,31052,5,135,5,26 999
Citroën C3,Citroën,Rouge Rubi,Essence,Manuelle,2020,78890,N/A,128,5,10 999
Peugeot 208,Peugeot,,Essence,Automatique,2020,31099,,,,16 799
Peugeot 3008,Peugeot,Gris Platinium,Hybride essence rechargeable,Auto...,2020,27500,1,29,5,28 999
Renault Captur,Renault,Gris Highland / Toit Noir Etoilé,Essence,Automatique,2020,85000,6.2,146,5,17 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2018,73600,5,112,5,13 999
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2019,20880,5.3,96,5,16 499
Renault Captur,Renault,Gris Cassiopée,Essence,Manuelle,2021,25885,5.8,133,5,15 799
Peugeot 5008,Peugeot,Noir Perla Nera,Essence,Automatique,2020,58380,6.9,157,5,27 599
Peugeot 3008,Peugeot,Rouge Ultimate / Noir Perla Nera,Hybride essence rechargeable,Auto...,2021,33814,1,31,5,28 799
Peugeot 208,Peugeot,Jaune Faro,Essence,Manuelle,2021,65618,5,120,5,16 799
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2018,74730,4.8,110,5,14 299
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2017,50294,4.8,110,5,14 799
Peugeot 5008,Peugeot,Gris Platinium,Essence,Automatique,2023,3301,6,149,5,28 999
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2022,9291,6.4,145,5,28 999
Peugeot 3008,Peugeot,Bleu Célèbes / Noir Perla Nera,Hybride essence rechargeable,Auto...,2021,28605,1.3,31,5,28 999
Citroën C3,Citroën,,Diesel,Manuelle,2022,24721,,,,15 799
Renault Captur,Renault,Noir étoilé,Essence,Manuelle,2022,18200,5.9,130,5,16 799
Peugeot 308,Peugeot,Gris Artense,Essence,Manuelle,2020,51948,4.6,130,5,15 999
Peugeot 208,Peugeot,Blanc Banquise,Essence,Automatique,2020,20633,5.8,131,5,16 999
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2018,51120,4.4,1,5,14 999
Peugeot 208,Peugeot,Jaune,Diesel,Manuelle,2021,21402,4,106,5,16 999
Peugeot 2008,Peugeot,GRIGIO,Diesel,Manuelle,2019,73162,3.5,86,5,14 999
Citroën C3,Citroën,Blanc Banquise/Toit Rouge Aden,Essence,Automatique,2021,6430,5,133,5,16 799
Peugeot 308,Peugeot,Noir Perla Nera,Essence,Automatique,2020,35839,4.6,106,5,19 999
Peugeot 2008,Peugeot,Gris Artense,Diesel,Manuelle,2018,99932,4,97,5,13 999
Peugeot 5008,Peugeot,Blanc Nacré,Essence,Automatique,2023,2355,6,150,5,31 499
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Manuelle,2018,44682,5.1,110,5,15 199
Peugeot 3008,Peugeot,Rouge Ultimate,Essence,Automatique,2023,1266,6,146,5,28 999
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Automatique,2019,71515,5.5,114,5,15 499
Citroën C3,Citroën,Gris Acier/Toit Noir Onyx,Essence,Manuelle,2022,9635,5,123,5,17 999
Renault Captur,Renault,Bleu Iron,Hybride essence,Manuelle,2021,30660,5,132,5,18 999
Peugeot 5008,Peugeot,Blanc Nacré,Diesel,Automatique,2023,3920,5,147,5,32 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Manuelle,2020,34623,5.2,125,5,17 099
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2018,40504,4.8,114,5,15 499
Peugeot 3008,Peugeot,Blanc Nacré,Hybride essence rechargeable,Auto...,2021,74520,1.2,30,5,28 999
Renault Captur,Renault,Gris Cassiopée,Hybride essence,Automatique,2022,29785,5,108,5,20 899
Peugeot 308,Peugeot,Black,Essence,Automatique,2022,31507,5.8,128,5,24 699
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2018,41493,4.4,103,5,14 999
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2023,2296,5,147,5,32 999
Peugeot 3008,Peugeot,Bleu Célèbes / Noir Perla Nera,Hybride essence rechargeable,Auto...,2021,29715,1,31,5,28 999
Peugeot 5008,Peugeot,Gris Platinium,Diesel,Automatique,2018,71635,4,101,5,24 799
Renault Captur,Renault,Noir Etoilé / Toit Gris Highland,Hybride essence,Automatique,2022,28820,5,109,5,22 999
Peugeot 308,Peugeot,,Essence,Automatique,2023,13447,,,,25 999
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2019,44958,5.3,96,5,17 299
Peugeot 5008,Peugeot,Gris Artense,Diesel,Automatique,2023,1541,5,147,5,33 299
Peugeot 208,Peugeot,Gris Artense,Diesel,Manuelle,2022,23943,4,107,5,17 499
Peugeot 3008,Peugeot,Bleu Celebes,Essence,Automatique,2023,3408,6.4,145,5,29 399
Renault Captur,Renault,Noir Etoilé / Toit Gris Highland,Hybride essence rechargeable,Auto...,2021,22365,1,34,5,24 599
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Automatique,2019,50810,5.5,110,5,15 699
Peugeot 5008,Peugeot,Bleu Celebes,Diesel,Automatique,2022,15009,6,142,5,34 899
Peugeot 308,Peugeot,Bleu Vertigo,Hybride essence rechargeable,Auto...,2022,13222,1,26,5,33 299
Peugeot 208,Peugeot,Blanc Nacré,Essence,Manuelle,2020,53037,5,126,5,17 499
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Manuelle,2018,26733,5.1,112,5,15 999
Peugeot 3008,Peugeot,Red,Diesel,Automatique,2022,20428,5.2,136,5,29 999
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2023,13019,5,114,5,17 799
Peugeot 3008,Peugeot,Noir Perla Nera,Essence,Automatique,2023,222,6,146,5,29 999
Peugeot 3008,Peugeot,,Hybride essence rechargeable,Auto...,2021,39551,,,,29 999
Peugeot 208,Peugeot,Blanc Banquise,Essence,Automatique,2021,30475,5.4,122,5,18 299
Peugeot 3008,Peugeot,Red,Diesel,Automatique,2022,28961,5.2,136,5,29 799
Peugeot 208,Peugeot,Blanc Nacré,Essence,Automatique,2020,23575,5,132,5,17 999
Peugeot 208,Peugeot,Noir Perla Nera,Diesel,Manuelle,2021,23380,4,106,5,18 199
Peugeot 2008,Peugeot,Gris Platinium,Essence,Manuelle,2019,48235,5,112,5,16 499
Peugeot 3008,Peugeot,Bleu Celebes,Hybride essence rechargeable,Auto...,2021,30150,1.3,31,5,29 999
Peugeot 2008,Peugeot,Noir Perla Nera,Essence,Manuelle,2019,61823,5.1,112,5,15 299
Peugeot 208,Peugeot,Jaune,Diesel,Manuelle,2021,22387,4,106,5,18 199
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2019,27606,5.5,114,5,16 699
Peugeot 3008,Peugeot,GRIGIO,Hybride essence rechargeable,Auto...,2021,16355,1.4,33,5,29 999
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Automatique,2018,49969,4.8,110,5,16 299
Audi A1,Audi,Bleu Firmament,Essence,Automatique,2022,10121,6.4,146,5,30 699
Peugeot 308 SW,Peugeot,ROJO,Essence,Automatique,2022,1580,5.8,132,5,30 699
Audi Q2,Audi,Noir Mythic,Essence,Automatique,2023,13855,6.1,138,5,30 699
Tesla MODEL 3,Tesla,Blanc Nacré Multicouches,Electrique,Automatique,2021,28685,0.0,0,4,30 799
Mitsubishi ECLIPSE CROSS,Mitsubishi,Gris,Hybride essence rechargeable,Auto...,2022,11931,2,46,5,30 799
Cupra Formentor,Cupra,,Essence,Manuelle,2022,5,,,,30 799
Audi Q2,Audi,Gris Daytona,Essence,Automatique,2023,12175,6,138,5,30 899
BMW Série 1,BMW,Schwarz,Essence,Automatique,2021,19900,5.7,131,5,30 999
Audi Q3,Audi,Noir Mythic,Diesel,Automatique,2019,82940,5.4,120,5,30 999
Audi Q5,Audi,Noir Mythic,Diesel,Automatique,2019,103234,7.2,141,5,30 999
Mercedes Classe A,Mercedes,,Diesel,Automatique,2021,43498,,,,30 999
Citroën Jumpy,Citroën,Blanc,Diesel,Manuelle,2022,10,7.5,194,5,30 999
Tesla MODEL 3,Tesla,Blanc Nacré Multicouches,Electrique,Automatique,2021,26886,0.0,0,4,30 999
DS DS7 CROSSBACK,DS,Blanc Banquise,Essence,Automatique,2021,26918,5,157,5,30 999
Toyota RAV 4,Toyota,Gris Atlas,Hybride essence,Automatique,2022,46551,N/A,126,5,30 999
Peugeot 5008,Peugeot,Rouge Ultimate,Diesel,Automatique,2022,69702,5.3,140,5,30 999
Peugeot 208,Peugeot,Blanc Banquise,Essence,Automatique,2022,14092,5.4,122,5,19 199
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Automatique,2020,29690,5.9,137,5,20 499
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2021,28562,5,123,5,17 699
Peugeot 2008,Peugeot,Rouge Ultimate,Essence,Automatique,2018,35341,4.8,110,5,15 999
Peugeot 3008,Peugeot,Bleu Célèbes (M),Hybride essence rechargeable,Auto...,2022,10449,1.3,31,5,32 199
Peugeot 208,Peugeot,Blanc Nacré,Essence,Manuelle,2022,9535,5.1,115,5,18 499
Peugeot 208,Peugeot,,Essence,Automatique,2022,52687,,,,19 799
Peugeot 2008,Peugeot,Blanc Nacré,Electrique,Automatique,2020,31665,0.0,0,5,19 999
Peugeot 208,Peugeot,,Essence,Automatique,2022,55120,,,,19 799
Peugeot 2008,Peugeot,Gris Artense,Essence,Automatique,2019,42475,5.5,110,5,15 999
Peugeot 3008,Peugeot,Blanc Nacré,Hybride essence rechargeable,Auto...,2022,20590,1.2,29,5,32 999
Peugeot 3008,Peugeot,Silver,Hybride essence rechargeable,Auto...,2022,17063,1.4,31,5,31 999
Peugeot 208,Peugeot,,Essence,Automatique,2022,50428,,,,19 799
Peugeot 3008,Peugeot,Blanc Nacré,Hybride essence rechargeable,Auto...,2022,17280,1.2,29,5,33 499
Peugeot 208,Peugeot,,Essence,Automatique,2022,53739,,,,19 799
Peugeot 2008,Peugeot,,Diesel,Manuelle,2020,102808,,,,17 299
Peugeot 2008,Peugeot,,Essence,Automatique,2019,27549,,,,18 999
Peugeot 3008,Peugeot,Gris Platinium / Noir Perla Nera,Hybride essence rechargeable,Auto...,2021,22985,1,30,5,33 999
Peugeot 208,Peugeot,Blanc Nacré,Essence,Automatique,2021,18030,5,122,5,19 999
Peugeot 208,Peugeot,Gris Artense,Essence,Manuelle,2021,31248,5.1,120,5,18 999
Peugeot 2008,Peugeot,Rouge,Essence,Manuelle,2020,44000,4.5,132,4,19 099
Peugeot 2008,Peugeot,Rouge Elixir,Electrique,Automatique,2021,32527,0.0,0,5,20 299
Peugeot 208,Peugeot,,Essence,Automatique,2022,46271,,,,19 999
Peugeot 208,Peugeot,Gris Platinium / Toit Noir,Diesel,Manuelle,2022,7520,4,108,5,20 499
Peugeot 208,Peugeot,Rouge Elixir,Essence,Manuelle,2020,9469,5.3,96,5,19 499
Peugeot 208,Peugeot,Gris Platinium,Diesel,Manuelle,2022,12723,4,108,5,20 399
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2023,970,5,123,5,19 994
Peugeot 208,Peugeot,Bleu Vertigo,Electrique,Automatique,2020,16505,0.0,0,5,19 999
Peugeot 2008,Peugeot,Blanc Banquise,Essence,Manuelle,2021,11717,5.4,125,5,19 599
Peugeot 2008,Peugeot,Blanc Nacré,Essence,Manuelle,2020,52300,5.4,132,5,19 999
Peugeot 2008,Peugeot,Gris Artense,Diesel,Manuelle,2022,15250,4,117,5,20 999
Peugeot 2008,Peugeot,Gris Platinium,Diesel,Manuelle,2022,17482,4.4,117,5,20 999
Peugeot 208,Peugeot,Blanc Nacré,Electrique,Automatique,2020,25757,0.0,0,5,19 999
Peugeot 208,Peugeot,Gris Platinium / Toit Noir,Essence,Automatique,2022,18558,5,124,5,20 999
Peugeot 2008,Peugeot,Blue,Diesel,Manuelle,2021,46020,4.5,117,5,21 199
Peugeot 208,Peugeot,Gris Artense,Essence,Automatique,2022,32405,5,122,5,21 399
Peugeot 208,Peugeot,Gris Artense,Essence,Automatique,2022,24696,5,122,5,21 499
Peugeot 2008,Peugeot,Rouge Elixir,Essence,Manuelle,2023,1907,5,126,5,21 999
Peugeot 208,Peugeot,Gris Platinium,Essence,Automatique,2022,18190,5,122,5,21 999
Peugeot 208,Peugeot,Gris Artense,Essence,Automatique,2022,21285,5,122,5,21 999
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2023,2567,5,126,5,21 999
Peugeot 2008,Peugeot,Gris Platinium / Toit Noir,Essence,Automatique,2021,43545,5,136,5,21 999
Peugeot 2008,Peugeot,,Essence,Automatique,2021,56800,,,,21 799
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2023,5376,5.5,126,5,22 399
Peugeot 2008,Peugeot,Gris Platinium,Essence,Automatique,2022,21475,5,133,5,22 499
Peugeot 2008,Peugeot,Gris Artense,Essence,Manuelle,2023,4688,5.5,126,5,22 399
Peugeot 208,Peugeot,Blanc Nacré,Electrique,Automatique,2021,30806,0.0,0,5,21 999
Citroën C5 Aircross,Citroën,Gris Platinium,Hybride essence rechargeable,Auto...,2023,2491,1.3,30,5,32 399
Peugeot 3008,Peugeot,Bleu Vertigo,Hybride essence rechargeable,Auto...,2021,32295,1.3,30,5,32 499
BMW X5,BMW,,Diesel,Automatique,2015,116842,,,,32 499
Audi A1 Sportback,Audi,Noir Mythic,Essence,Automatique,2023,6329,6.4,135,5,32 499
BMW Série 2 Active Tourer,BMW,Alpinweiss,Essence,Automatique,2022,11894,6,143,5,32 499
Audi A4 Avant,Audi,Blanc,Diesel,Automatique,2020,44195,6.2,172,4,32 499
Peugeot 5008,Peugeot,Bleu Celebes,Diesel,Automatique,2022,29455,5,139,5,32 499
DS DS7 CROSSBACK,DS,Noir Perla Nera,Essence,Automatique,2021,28395,5,157,5,32 499
Citroën C5 X,Citroën,Gris Amazonite,Hybride essence rechargeable,Auto...,2022,219,N/A,30,5,32 499
Peugeot 5008,Peugeot,Blanc Nacré,Diesel,Automatique,2023,6210,5,147,5,32 499
Volkswagen Touran,Volkswagen,Deep black (schwarz),Diesel,Automatique,2022,20590,5.6,143,5,32 599
Fiat Scudo,Fiat,Blanc,Diesel,Manuelle,2022,10,7.5,185,5,32 699
Mercedes Classe A,Mercedes,Gris Montagne,Essence,Automatique,2022,17162,5,138,5,32 699
Peugeot 2008,Peugeot,Noir Perla Nera (M),Essence,Automatique,2021,16703,5.9,133,5,23 499
Peugeot 3008,Peugeot,Noir Perla Nera,Diesel,Manuelle,2019,87944,4.1,106,5,17 799
Peugeot 3008,Peugeot,Blanc Nacré,Essence,Automatique,2018,88226,5.5,120,5,17 999
Peugeot 3008,Peugeot,"Gris ""Vapor Grey""",Diesel,Manuelle,2016,106120,4.1,108,5,11 499
Peugeot 2008,Peugeot,Gris Artense (M),Essence,Automatique,2021,21023,5.9,122,5,23 699
Peugeot 2008,Peugeot,Noir Perla Nera,Electrique,Automatique,2021,11386,0.0,0,5,22 799
